Connected to BF Runtime Server as client 0
The target runs the program  RF
FlowID, PS, IPG, FS, IFG t1, t2, t3, t4, t5, host_ifg
130, 862, 1981124, 28318, 11711561, 2, 2, 2, 3, 2,0.016655555555555555
130, 869, 1985548, 31106, 11614010, 2, 2, 2, 3, 2,0.016666666666666666
130, 891, 1897651, 27220, 12035806, 2, 2, 2, 3, 2,0.016677777777777777
130, 881, 1854728, 23472, 12270842, 2, 2, 2, 3, 2,0.016655555555555555
130, 924, 1763317, 26284, 11963682, 2, 2, 2, 3, 2,0.016666666666666666
130, 875, 2139806, 29746, 12600882, 2, 3, 2, 2, 2,0.016677777777777777
130, 836, 2394888, 29672, 11897436, 2, 2, 2, 3, 2,0.016655555555555555
130, 893, 2213822, 25504, 12155222, 2, 2, 2, 2, 2,0.016666666666666666
130, 897, 2081114, 21407, 12057115, 2, 2, 2, 2, 2,0.016677777777777777
130, 917, 2019203, 25416, 11962075, 2, 2, 2, 2, 2,0.016655555555555555
130, 907, 2011950, 28527, 11965379, 2, 2, 2, 3, 2,0.016666666666666666
130, 904, 1950763, 23899, 12040039, 2, 2, 2, 3, 2,0.016677777777777777
130, 945, 2232539, 21081, 12262327, 2, 2, 2, 3, 2,0.016655555555555555
130, 885, 2098340, 25625, 12564516, 2, 2, 2, 3, 2,0.016666666666666666
130, 840, 2349713, 25905, 11928775, 2, 2, 2, 3, 2,0.016677777777777777
130, 903, 2165103, 22980, 12420961, 2, 2, 2, 2, 2,0.016655555555555555
130, 881, 2245649, 19368, 12116011, 2, 2, 2, 2, 2,0.016666666666666666
130, 895, 2165415, 22983, 11684116, 2, 2, 2, 2, 2,0.016677777777777777
130, 887, 2098502, 20076, 12118249, 2, 2, 2, 2, 2,0.016655555555555555
130, 926, 1966389, 17593, 12343732, 2, 2, 2, 3, 2,0.016666666666666666
130, 947, 1934210, 16159, 12312914, 2, 2, 2, 3, 2,0.016677777777777777
130, 893, 2236848, 21294, 12324134, 2, 2, 2, 3, 2,0.016655555555555555
130, 917, 2120655, 24656, 12562749, 2, 2, 2, 2, 2,0.016666666666666666
130, 849, 2452780, 27019, 12168823, 2, 2, 2, 3, 2,0.016677777777777777
130, 883, 2276347, 24439, 12831726, 2, 2, 2, 2, 2,0.016655555555555555
130, 922, 2249666, 26081, 12398748, 2, 2, 2, 2, 2,0.016666666666666666
130, 925, 2101230, 29420, 12530161, 2, 2, 2, 2, 2,0.016677777777777777
130, 933, 2078858, 25645, 12611728, 2, 2, 2, 3, 2,0.016655555555555555
130, 953, 1963110, 23068, 12683348, 2, 3, 2, 2, 2,0.016666666666666666
130, 955, 1902413, 26779, 12584083, 2, 2, 2, 3, 2,0.016677777777777777
130, 938, 1919046, 26779, 12380990, 2, 3, 2, 2, 2,0.016655555555555555
130, 886, 2182285, 29102, 12380990, 2, 2, 2, 2, 2,0.016655555555555555
130, 940, 2136022, 23909, 11256415, 2, 2, 2, 3, 2,0.016666666666666666
130, 956, 2027817, 25956, 11300902, 2, 2, 2, 3, 2,0.016677777777777777
130, 922, 2271366, 28683, 11416139, 2, 2, 2, 2, 2,0.016655555555555555
130, 924, 2190509, 30676, 11400767, 2, 2, 2, 2, 2,0.016666666666666666
130, 940, 2092803, 27256, 11737830, 2, 2, 2, 2, 2,0.016677777777777777
130, 953, 2070912, 29541, 11635185, 2, 2, 2, 3, 2,0.016655555555555555
130, 910, 2298290, 32579, 12043246, 2, 2, 2, 2, 2,0.016666666666666666
130, 916, 2237068, 34112, 11956140, 2, 2, 2, 2, 2,0.016677777777777777
130, 891, 2446126, 28523, 10529174, 2, 2, 2, 3, 2,0.016655555555555555
130, 900, 2487988, 28523, 9798476, 2, 2, 2, 2, 2,0.016666666666666666
130, 919, 2284796, 28853, 10202471, 2, 2, 2, 3, 2,0.016677777777777777
130, 900, 2467291, 31560, 10832687, 2, 2, 2, 3, 2,0.016655555555555555
130, 916, 2339621, 31560, 11107791, 2, 2, 2, 3, 2,0.016666666666666666
130, 960, 2186871, 24383, 11271824, 2, 2, 2, 2, 2,0.016677777777777777
130, 928, 2319732, 24383, 11564905, 2, 2, 2, 3, 2,0.016655555555555555
130, 919, 2401760, 24143, 11563099, 2, 3, 2, 2, 2,0.016666666666666666
130, 893, 2504472, 24143, 10495427, 2, 3, 2, 2, 2,0.016677777777777777
130, 924, 2324571, 24231, 10750555, 2, 3, 2, 2, 2,0.016655555555555555
130, 897, 2492432, 20759, 11303813, 2, 2, 2, 3, 2,0.016666666666666666
130, 884, 2571450, 24861, 11554444, 2, 3, 2, 2, 2,0.016677777777777777
130, 872, 2668914, 21159, 11873512, 2, 3, 2, 3, 2,0.016655555555555555
130, 875, 2678932, 24719, 11928589, 2, 2, 2, 3, 2,0.016666666666666666
130, 863, 2764699, 27680, 12081459, 2, 2, 2, 3, 2,0.016677777777777777
130, 860, 2776951, 24063, 12244463, 2, 2, 2, 3, 2,0.016655555555555555
130, 907, 2548063, 21819, 12424025, 2, 2, 2, 3, 2,0.016666666666666666
130, 871, 2651364, 25617, 12614212, 2, 3, 2, 2, 2,0.016677777777777777
130, 880, 2686562, 28417, 12195221, 2, 2, 2, 3, 2,0.016655555555555555
130, 861, 2733382, 23046, 10998536, 2, 2, 2, 3, 2,0.016666666666666666
130, 874, 2669679, 19742, 9914240, 2, 2, 2, 3, 2,0.016655555555555555
130, 860, 2729900, 24867, 10503770, 2, 3, 2, 2, 2,0.016655555555555555
130, 861, 2782948, 21549, 11013716, 2, 2, 2, 3, 2,0.016666666666666666
130, 887, 2665610, 24506, 10071994, 2, 2, 2, 3, 2,0.016655555555555555
130, 876, 2730953, 27823, 10484937, 2, 2, 2, 3, 2,0.016666666666666666
130, 868, 2832755, 27823, 10884428, 2, 2, 2, 3, 2,0.016677777777777777
130, 865, 2807250, 23651, 11221809, 2, 2, 2, 3, 2,0.016655555555555555
130, 850, 2824075, 23727, 11108503, 2, 2, 2, 3, 2,0.016666666666666666
130, 802, 3154676, 23727, 11108503, 2, 2, 2, 2, 2,0.016666666666666666
130, 914, 3034988, 17974, 11866124, 2, 2, 2, 3, 2,0.016655555555555555
130, 909, 2957318, 18033, 11021703, 2, 2, 2, 3, 2,0.016655555555555555
130, 948, 2828115, 15246, 10385681, 2, 2, 2, 3, 2,0.016666666666666666
130, 943, 2817931, 14932, 9339788, 2, 2, 2, 3, 2,0.016677777777777777
130, 958, 2593156, 12956, 8463359, 2, 2, 2, 3, 2,0.016655555555555555
130, 986, 2481353, 14382, 8070506, 2, 2, 2, 3, 2,0.016666666666666666
130, 1011, 2330961, 12523, 7888172, 2, 2, 2, 2, 2,0.016677777777777777
130, 976, 2517138, 15248, 8040704, 2, 2, 2, 2, 2,0.016655555555555555
130, 934, 2670544, 19335, 8627039, 2, 2, 2, 3, 2,0.016666666666666666
130, 995, 2474060, 16188, 8159932, 2, 2, 2, 3, 2,0.016677777777777777
130, 1003, 2733219, 21122, 8741671, 2, 2, 2, 3, 2,0.016655555555555555
130, 968, 2538013, 24000, 9366560, 2, 2, 2, 3, 2,0.016666666666666666
130, 962, 2635847, 20041, 8989749, 2, 2, 2, 3, 2,0.016677777777777777
130, 988, 2866289, 24275, 9117389, 2, 2, 2, 3, 2,0.016655555555555555
130, 964, 2694639, 27040, 9847102, 2, 2, 2, 3, 2,0.016666666666666666
130, 932, 2816435, 28893, 10116741, 2, 2, 2, 3, 2,0.016677777777777777
130, 914, 2865827, 24744, 10771937, 2, 2, 2, 3, 2,0.016655555555555555
130, 908, 2911328, 23488, 9736382, 2, 2, 2, 3, 2,0.016666666666666666
130, 911, 2895176, 26882, 10399283, 2, 2, 2, 3, 2,0.016677777777777777
130, 900, 2986025, 29095, 10802199, 2, 2, 2, 3, 2,0.016655555555555555
130, 902, 2979041, 23627, 9797849, 2, 2, 2, 3, 2,0.016666666666666666
130, 867, 3083300, 23627, 9797849, 2, 2, 2, 3, 2,0.016677777777777777
130, 929, 2853653, 27137, 9701800, 2, 2, 2, 3, 2,0.016655555555555555
130, 903, 2918722, 27137, 10373746, 2, 2, 2, 3, 2,0.016666666666666666
130, 903, 2972751, 23243, 10373746, 2, 2, 2, 3, 2,0.016666666666666666
130, 909, 3174085, 19127, 9765829, 2, 2, 2, 2, 2,0.016677777777777777
130, 869, 3269630, 23966, 9723460, 2, 2, 2, 3, 2,0.016655555555555555
130, 917, 3067249, 26607, 10170497, 2, 2, 2, 3, 2,0.016666666666666666
130, 931, 3035318, 21762, 9518362, 2, 2, 2, 3, 2,0.016677777777777777
130, 946, 2815368, 26749, 9891554, 2, 2, 2, 3, 2,0.016655555555555555
130, 942, 2823165, 22342, 8757648, 2, 2, 2, 3, 2,0.016666666666666666
130, 940, 2831303, 26931, 9578870, 2, 2, 2, 3, 2,0.016677777777777777
130, 942, 2913342, 23471, 8238640, 2, 2, 2, 3, 2,0.016655555555555555
130, 935, 2886070, 19617, 7861731, 2, 2, 2, 3, 2,0.016666666666666666
130, 918, 2898449, 24563, 8743914, 2, 2, 2, 3, 2,0.016677777777777777
130, 902, 3014799, 24563, 8743914, 2, 2, 2, 3, 2,0.016655555555555555
130, 899, 2925880, 19791, 8190162, 2, 2, 2, 3, 2,0.016666666666666666
130, 899, 2926005, 17098, 7506058, 2, 2, 2, 3, 2,0.016666666666666666
130, 887, 2948540, 14681, 6917032, 2, 2, 2, 3, 2,0.016677777777777777
130, 931, 2697684, 12330, 6935260, 2, 2, 2, 3, 2,0.016655555555555555
130, 909, 2807683, 12497, 6346539, 2, 2, 2, 2, 2,0.016666666666666666
130, 889, 2936858, 17258, 7487602, 2, 2, 2, 3, 2,0.016677777777777777
130, 925, 2976288, 14370, 7148852, 2, 2, 2, 3, 2,0.016655555555555555
130, 920, 2758447, 19488, 8047811, 2, 2, 2, 3, 2,0.016666666666666666
130, 917, 2836918, 23733, 8882650, 2, 2, 2, 3, 2,0.016677777777777777
130, 910, 2877665, 22718, 8279446, 2, 2, 2, 3, 2,0.016655555555555555
130, 917, 2812878, 19782, 7613192, 2, 2, 2, 3, 2,0.016666666666666666
130, 907, 2841845, 24310, 8400898, 2, 2, 2, 2, 2,0.016677777777777777
130, 911, 2896063, 27898, 9178952, 2, 3, 2, 2, 2,0.016655555555555555
130, 916, 2955906, 24355, 7906361, 2, 2, 2, 3, 2,0.016666666666666666
130, 900, 3046744, 26703, 8681658, 2, 2, 2, 3, 2,0.016677777777777777
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
130, 887, 3204516, 27339, 9291750, 2, 2, 2, 2, 2,0.016655555555555555
